"timestamp,aqi,pm2_5,pm10,temperature,humidity,wind_speed",timestamp,aqi,pm2_5,pm10,temperature,humidity,wind_speed
,2025-01-17 13:11:38,3.0,36.59,70.72,23.9,22.0,8.23
,2025-01-17 18:11:38,3.0,47.15,89.89,20.9,23.0,4.12
,2025-01-17 23:11:38,5.0,96.04,163.82,16.9,39.0,4.12
,2025-01-18 04:11:38,5.0,94.2,150.52,14.9,51.0,5.66
,2025-01-18 09:11:38,5.0,112.25,168.97,18.9,37.0,4.12
,2025-01-18 14:11:38,5.0,82.47,119.4,24.9,20.0,4.12
,2025-01-18 19:11:38,5.0,113.94,161.69,18.9,30.0,3.09
,2025-01-19 00:11:38,5.0,119.18,160.19,14.9,41.0,2.06
,2025-01-19 05:11:38,5.0,114.17,145.4,10.9,50.0,2.06
,2025-01-19 10:11:38,5.0,173.73,234.52,21.9,28.0,4.12
,2025-01-19 15:11:38,5.0,184.9,236.84,25.9,15.0,4.12
,2025-01-19 20:11:38,5.0,181.18,238.48,18.9,30.0,2.06
,2025-01-20 01:11:38,5.0,143.7,195.89,16.9,34.0,2.06
,2025-01-20 06:11:38,5.0,165.83,211.37,17.2,29.0,3.89
,2025-01-20 11:11:38,5.0,151.81,193.87,23.9,23.0,4.63
,2025-01-20 16:11:38,5.0,297.34,365.24,26.9,16.0,2.06
,2025-01-20 21:11:38,5.0,465.5,548.55,17.9,34.0,2.06
,2025-01-21 02:11:38,5.0,293.47,357.53,12.9,47.0,1.54
,2025-01-21 07:11:38,5.0,351.27,409.06,11.9,58.0,2.06
,2025-01-21 12:11:38,5.0,598.55,699.72,24.9,31.0,2.57
,2025-01-21 17:11:38,5.0,193.07,232.67,22.9,49.0,3.09
,2025-01-21 22:11:38,5.0,86.55,113.76,18.9,72.0,0.0
,2025-01-22 03:11:38,4.0,56.13,73.78,14.9,82.0,2.06
,2025-01-22 08:11:38,5.0,299.41,356.46,15.9,88.0,0.0
,2025-01-22 13:11:38,4.0,50.4,81.58,24.43,37.0,1.73
,2025-01-22 18:11:38,3.0,36.53,62.96,23.9,35.0,1.54
,2025-01-22 23:11:38,5.0,139.97,183.87,17.9,42.0,0.0
,2025-01-23 04:11:38,5.0,126.59,172.23,14.9,47.0,1.54
,2025-01-23 09:11:38,5.0,261.19,321.61,20.9,23.0,2.57
,2025-01-23 14:11:38,3.0,35.88,56.62,25.9,13.0,5.14
,2025-01-23 19:11:38,4.0,71.93,106.08,20.9,13.0,2.57
,2025-01-24 00:11:38,3.0,44.57,69.04,17.9,22.0,3.6
,2025-01-24 05:11:38,3.0,39.86,60.61,9.9,43.0,2.06
,2025-01-24 10:11:38,5.0,157.32,207.75,21.9,18.0,2.06
,2025-01-24 15:11:38,3.0,47.14,71.4,25.9,11.0,6.69
,2025-01-24 20:11:38,5.0,113.06,159.67,17.9,24.0,5.02
,2025-01-25 01:11:38,4.0,56.83,82.93,16.9,23.0,2.57
,2025-01-25 06:11:38,4.0,58.48,82.84,12.9,28.0,2.57
,2025-01-25 11:11:38,3.0,46.24,80.12,25.9,12.0,3.6
,2025-01-25 16:11:38,5.0,136.22,181.99,27.9,9.0,2.06
,2025-01-25 21:11:38,5.0,368.24,449.5,17.9,39.0,1.54
,2025-01-26 02:11:38,5.0,139.11,202.7,11.9,58.0,1.54
,2025-01-26 07:11:38,5.0,200.9,264.95,8.9,57.0,3.09
,2025-01-26 12:11:38,5.0,470.25,546.9,26.9,13.0,2.57
,2025-01-26 17:11:38,5.0,91.48,133.62,24.9,27.0,3.09
,2025-01-26 22:11:38,5.0,162.54,220.03,15.9,59.0,0.0
,2025-01-27 03:11:38,5.0,102.8,147.77,10.9,76.0,2.57
,2025-01-27 08:11:38,5.0,406.41,500.13,12.9,62.0,0.0
,2025-01-27 13:11:38,5.0,800.31,905.66,28.9,12.0,3.09
,2025-01-27 18:11:38,4.0,70.58,130.04,23.9,41.0,3.6
,2025-01-27 23:11:38,5.0,351.42,439.34,14.9,72.0,1.54
,2025-01-28 04:11:38,5.0,126.69,184.06,12.9,67.0,0.0
,2025-01-28 09:11:38,5.0,392.36,493.15,18.9,34.0,0.0
,2025-01-28 14:11:38,5.0,121.38,181.59,27.9,21.0,6.17
,2025-01-28 19:11:38,4.0,50.39,104.03,20.9,60.0,2.57
,2025-01-29 00:11:38,3.0,32.76,62.6,18.9,82.0,2.06
,2025-01-29 05:11:38,4.0,49.41,112.66,15.9,88.0,0.0
,2025-01-29 10:11:38,5.0,95.34,154.85,24.9,53.0,3.09
,2025-01-29 15:11:38,3.0,37.98,91.43,27.9,42.0,6.17
,2025-01-29 20:11:38,4.0,51.38,149.66,19.9,77.0,3.09
,2025-01-30 01:11:38,4.0,55.74,122.01,18.9,88.0,1.54
,2025-01-30 06:11:38,5.0,100.83,192.46,12.9,82.0,1.54
,2025-01-30 11:11:38,5.0,194.55,271.06,26.9,13.0,2.06
,2025-01-30 16:11:38,3.0,33.51,87.96,25.9,22.0,4.63
,2025-01-30 21:11:38,3.0,30.31,78.27,17.9,39.0,3.09
,2025-01-31 02:11:38,3.0,25.15,69.71,18.9,37.0,1.54
,2025-01-31 07:11:38,3.0,44.79,87.8,12.9,58.0,3.09
,2025-01-31 12:11:38,3.0,25.57,54.72,24.9,14.0,2.06
,2025-01-31 17:11:38,3.0,18.28,48.35,22.9,18.0,4.63
,2025-01-31 22:11:38,4.0,39.29,118.99,16.9,36.0,2.06
,2025-02-01 03:11:38,3.0,35.29,83.52,12.9,50.0,2.06
,2025-02-01 08:11:38,5.0,186.3,257.24,14.9,44.0,1.54
,2025-02-01 13:11:38,5.0,186.9,273.66,25.9,13.0,2.57
,2025-02-01 18:11:38,5.0,89.21,148.89,20.9,32.0,2.06
,2025-02-01 23:11:38,5.0,136.64,190.72,15.9,31.0,1.54
,2025-02-02 04:11:38,4.0,55.32,89.45,12.9,26.0,1.54
,2025-02-02 09:11:38,5.0,150.37,210.91,22.9,20.0,5.66
,2025-02-02 14:11:38,4.0,63.75,101.84,26.9,13.0,4.63
,2025-02-02 19:11:38,5.0,96.82,141.31,20.9,21.0,4.63
,2025-02-03 00:11:38,4.0,71.39,111.69,17.9,25.0,1.54
,2025-02-03 05:11:38,4.0,64.63,95.62,14.9,33.0,2.57
,2025-02-03 10:11:38,5.0,235.28,305.84,22.9,20.0,5.14
,2025-02-03 15:11:38,4.0,49.88,86.07,24.9,20.0,4.12
,2025-02-03 20:11:38,3.0,47.38,77.76,19.9,52.0,3.09
,2025-02-04 01:11:38,3.0,24.16,48.55,14.9,72.0,2.06
,2025-02-04 06:11:38,3.0,19.99,30.56,12.9,82.0,3.09
,2025-02-04 11:11:38,3.0,15.95,34.27,24.9,29.0,3.09
,2025-02-04 16:11:38,3.0,20.62,61.98,24.9,23.0,5.14
,2025-02-04 21:11:38,4.0,55.53,109.26,19.9,45.0,3.09
,2025-02-05 02:11:38,3.0,34.86,76.65,13.9,58.0,1.54
,2025-02-05 07:11:38,5.0,177.88,247.33,10.9,62.0,0.0
,2025-02-05 12:11:38,5.0,452.64,544.45,25.9,15.0,2.06
,2025-02-05 17:11:38,4.0,53.84,101.05,23.9,23.0,4.12
,2025-02-05 22:11:38,5.0,266.74,337.71,16.9,42.0,2.57
,2025-02-06 03:11:38,5.0,106.29,166.65,11.9,54.0,2.57
,2025-02-06 08:11:38,5.0,248.28,347.97,13.9,41.0,3.09
,2025-02-06 13:11:38,4.0,74.99,125.53,26.9,26.0,4.63
,2025-02-06 18:11:38,4.0,70.57,125.55,22.9,14.0,3.09
,2025-02-06 23:11:38,5.0,75.71,137.2,18.9,22.0,1.54
,2025-02-07 04:11:38,3.0,42.19,77.13,16.9,22.0,3.09
,2025-02-07 09:11:38,5.0,95.36,149.86,21.9,18.0,5.14
,2025-02-07 14:11:38,4.0,74.28,144.63,27.9,9.0,4.63
,2025-02-07 19:11:38,5.0,125.44,206.74,22.9,15.0,2.06
,2025-02-08 00:11:38,5.0,117.34,189.79,16.9,23.0,2.06
,2025-02-08 05:11:38,5.0,100.34,150.55,11.9,37.0,2.06
,2025-02-08 10:11:38,5.0,180.79,266.5,24.9,15.0,5.14
,2025-02-08 15:11:38,5.0,204.04,307.05,27.9,12.0,3.09
,2025-02-08 20:11:38,5.0,254.03,320.21,20.9,30.0,3.09
,2025-02-09 01:11:38,5.0,195.54,247.36,12.9,58.0,2.06
,2025-02-09 06:11:38,5.0,163.88,204.91,10.9,54.0,2.57
,2025-02-09 11:11:38,5.0,495.0,571.86,26.9,19.0,0.0
,2025-02-09 16:11:38,5.0,147.68,190.53,27.9,15.0,4.12
,2025-02-09 21:11:38,5.0,82.59,112.9,17.9,45.0,0.0
,2025-02-10 02:11:38,5.0,78.58,102.31,14.9,63.0,1.03
,2025-02-10 07:11:38,5.0,131.38,167.26,14.9,77.0,2.57
,2025-02-10 12:11:38,5.0,77.53,99.47,26.9,36.0,5.14
,2025-02-10 17:11:38,5.0,99.1,125.61,24.9,44.0,5.14
,2025-02-10 22:11:38,5.0,75.44,105.96,20.9,83.0,3.09
,2025-02-11 03:11:38,3.0,38.35,56.71,20.9,88.0,2.57
,2025-02-11 08:11:38,3.0,43.28,69.3,22.9,78.0,2.57
,2025-02-11 13:11:38,3.0,43.36,81.43,28.9,39.0,5.14
,2025-02-11 18:11:38,3.0,40.78,98.53,24.9,57.0,3.6
,2025-02-11 23:11:38,5.0,76.58,156.69,20.9,83.0,1.54
,2025-02-12 04:11:38,5.0,141.36,219.46,16.9,82.0,1.54
,2025-02-12 09:11:38,5.0,344.67,464.6,21.9,46.0,2.57
,2025-02-12 14:11:38,5.0,692.76,852.05,30.9,16.0,3.6
,2025-02-12 19:11:38,5.0,215.33,297.15,24.9,41.0,1.54
,2025-02-13 00:11:38,5.0,434.98,521.25,19.9,52.0,1.54
,2025-02-13 05:11:38,5.0,225.7,311.43,16.9,48.0,1.03
,2025-02-13 10:11:38,5.0,594.48,748.86,26.9,26.0,0.0
,2025-02-13 15:11:38,5.0,318.19,401.69,29.9,25.0,4.12
,2025-02-13 20:11:38,5.0,225.62,304.86,21.9,46.0,3.09
,2025-02-14 01:11:38,3.0,30.22,63.71,20.9,78.0,2.06
,2025-02-14 06:11:38,4.0,41.01,101.56,17.9,88.0,1.03
,2025-02-14 11:11:38,4.0,57.58,117.66,28.9,32.0,4.12
,2025-02-14 16:11:38,3.0,39.58,93.1,30.9,29.0,5.66
,2025-02-14 21:11:38,3.0,34.77,77.29,22.9,68.0,3.09
,2025-02-15 02:11:38,3.0,23.95,57.09,21.9,73.0,2.57
,2025-02-15 07:11:38,3.0,25.84,57.61,22.9,78.0,3.09
,2025-02-15 12:11:38,3.0,39.56,90.26,30.9,33.0,2.57
,2025-02-15 17:11:38,3.0,34.1,90.99,26.9,54.0,5.14
,2025-02-15 22:11:38,3.0,37.31,93.68,21.9,88.0,3.09
,2025-02-16 03:11:38,3.0,29.31,61.92,20.9,88.0,2.06
,2025-02-16 08:11:38,3.0,39.68,77.77,19.9,94.0,1.54
,2025-02-16 13:11:38,3.0,42.3,83.83,30.9,40.0,3.6
,2025-02-16 18:11:38,3.0,22.94,52.2,25.9,61.0,4.12
,2025-02-16 23:11:38,2.0,21.12,45.49,21.9,83.0,1.54
,2025-02-17 04:11:38,4.0,50.41,77.14,18.9,88.0,0.0
,2025-02-17 09:11:38,5.0,338.18,435.39,22.9,60.0,1.54
,2025-02-17 14:11:38,5.0,776.46,871.77,32.9,21.0,3.6
,2025-02-17 19:11:38,5.0,95.27,160.1,26.9,39.0,1.54
,2025-02-18 00:11:38,4.0,67.37,114.47,22.9,49.0,1.54
,2025-02-18 05:11:38,3.0,47.61,83.33,20.9,60.0,0.0
,2025-02-18 10:11:38,5.0,93.76,139.15,27.81,43.0,3.99
,2025-02-18 15:11:38,3.0,23.16,58.83,31.9,19.0,4.12
,2025-02-18 20:11:38,3.0,26.88,51.39,24.9,47.0,3.09
,2025-02-19 01:11:38,3.0,18.34,51.26,22.9,60.0,2.06
,2025-02-19 06:11:38,3.0,33.94,60.7,21.9,83.0,2.06
,2025-02-19 11:11:38,3.0,31.69,60.36,29.9,39.0,4.63
,2025-02-19 16:11:38,3.0,28.92,54.54,29.9,35.0,8.23
,2025-02-19 21:11:38,3.0,25.41,50.31,24.9,57.0,5.14
,2025-02-20 02:11:38,2.0,24.98,47.36,23.9,60.0,4.12
,2025-02-20 07:11:38,5.0,114.52,156.86,18.9,77.0,1.54
,2025-02-20 12:11:38,5.0,230.5,319.86,29.9,30.0,2.57
,2025-02-20 17:11:38,3.0,39.22,78.55,28.9,37.0,5.66
,2025-02-20 22:11:38,4.0,51.07,100.27,22.9,53.0,1.54
,2025-02-21 03:11:38,3.0,43.64,91.07,19.9,60.0,2.06
,2025-02-21 08:11:38,5.0,303.94,392.21,20.9,32.0,3.09
,2025-02-21 13:11:38,5.0,649.05,821.76,28.9,23.0,3.6
,2025-02-21 18:11:38,5.0,411.59,527.28,21.9,33.0,1.54
,2025-02-21 23:11:38,4.0,71.69,126.02,20.9,35.0,1.54
,2025-02-22 04:11:38,5.0,102.83,156.2,17.9,45.0,2.06
,2025-02-22 09:11:38,5.0,173.46,234.48,21.9,46.0,3.09
,2025-02-22 14:11:38,5.0,458.4,555.24,29.9,20.0,2.57
,2025-02-22 19:11:38,5.0,113.35,156.47,24.9,33.0,3.09
,2025-02-23 00:11:38,5.0,130.88,175.64,20.9,60.0,2.06
,2025-02-23 05:11:38,5.0,212.17,254.04,20.9,68.0,1.54
,2025-02-23 10:11:38,5.0,262.19,310.68,25.9,50.0,2.06
,2025-02-23 15:11:38,3.0,29.59,48.17,27.9,47.0,6.17
,2025-02-23 20:11:38,3.0,31.3,48.98,22.9,73.0,3.09
,2025-02-24 01:11:38,4.0,51.61,71.81,21.9,83.0,2.06
,2025-02-24 06:11:38,4.0,62.46,77.8,18.9,88.0,3.09
,2025-02-24 11:11:38,5.0,233.92,285.71,29.9,28.0,6.69
,2025-02-24 16:11:38,4.0,50.22,82.18,29.9,37.0,4.12
,2025-02-24 21:11:38,4.0,65.47,98.4,23.9,60.0,2.06
,2025-02-25 02:11:38,5.0,92.65,116.89,19.9,83.0,1.54
,2025-02-25 07:11:38,5.0,147.86,188.11,20.9,78.0,2.06
,2025-02-25 12:11:38,5.0,859.42,981.04,29.9,28.0,3.09
,2025-02-25 17:11:38,5.0,102.33,139.07,25.56,52.0,3.81
,2025-02-25 22:11:38,4.0,72.35,105.78,24.9,53.0,2.57
,2025-02-26 03:11:38,3.0,46.03,67.18,20.9,73.0,1.03
,2025-02-26 08:11:38,5.0,193.38,232.74,21.9,83.0,0.0
,2025-02-26 13:11:38,4.0,72.46,94.85,29.9,39.0,2.57
,2025-02-26 18:11:38,3.0,47.07,67.89,26.9,32.0,3.09
,2025-02-26 23:11:38,4.0,56.9,78.07,22.99,69.0,4.25
,2025-02-27 04:11:38,2.0,22.86,33.72,20.9,73.0,1.54
,2025-02-27 09:11:38,3.0,29.9,50.72,23.9,83.0,2.57
,2025-02-27 14:11:38,2.0,24.89,49.03,28.9,51.0,6.17
,2025-02-27 19:11:38,3.0,23.34,52.07,24.9,73.0,5.14
,2025-02-28 00:11:38,2.0,15.36,46.97,23.9,64.0,4.12
,2025-02-28 05:11:38,3.0,16.73,63.05,21.9,78.0,2.57
,2025-02-28 10:11:38,3.0,21.61,68.12,25.9,61.0,6.17
,2025-02-28 15:11:38,3.0,21.99,58.93,27.9,47.0,10.29
,2025-02-28 20:11:38,2.0,17.74,41.7,23.9,60.0,6.17
,2025-03-01 01:11:38,3.0,15.56,40.54,23.9,64.0,5.14
,2025-03-01 06:11:38,3.0,24.97,67.26,21.9,73.0,1.54
,2025-03-01 11:11:38,3.0,30.51,77.31,27.9,42.0,2.06
,2025-03-01 16:11:38,3.0,24.01,66.51,27.9,44.0,5.66
,2025-03-01 21:11:38,3.0,19.01,53.56,22.9,64.0,3.09
,2025-03-02 02:11:38,3.0,26.2,57.18,20.9,60.0,1.54
,2025-03-02 07:11:38,5.0,89.48,128.6,16.9,82.0,1.54
,2025-03-02 12:11:38,5.0,157.22,214.59,28.9,30.0,1.03
,2025-03-02 22:11:38,3.0,19.4,50.9,22.9,68.0,5.66
,2025-03-03 03:11:38,3.0,20.41,89.41,22.9,73.0,2.57
,2025-03-03 08:11:38,4.0,36.59,124.5,24.9,69.0,5.66
,2025-03-03 13:11:38,4.0,40.66,136.72,28.9,30.0,10.29
,2025-03-03 18:11:38,4.0,44.42,150.19,25.9,53.0,5.14
,2025-03-03 23:11:38,4.0,47.85,149.8,22.9,68.0,2.06
,2025-03-04 04:11:38,4.0,46.91,102.3,21.9,21.0,1.54
,2025-03-04 09:11:38,5.0,84.12,139.22,23.9,12.0,4.12
,2025-03-04 14:11:38,5.0,119.74,159.37,30.9,6.0,3.09
,2025-03-04 19:11:38,5.0,160.71,212.0,24.9,6.0,4.63
,2025-03-05 00:11:38,4.0,59.84,103.41,17.9,13.0,2.06
,2025-03-07 07:11:38,5.0,185.24,246.77,17.9,88.0,0.0
,2025-03-07 12:11:38,5.0,671.18,761.0,34.9,12.0,2.06
,2025-03-07 17:11:38,3.0,33.09,83.01,34.9,13.0,6.17
,2025-03-07 22:11:38,3.0,47.78,94.33,26.9,26.0,1.54
,2025-03-08 03:11:38,3.0,28.54,66.13,19.9,49.0,2.06
,2025-03-08 08:11:38,5.0,92.8,146.49,25.9,22.0,2.06
,2025-03-08 13:11:38,3.0,34.01,62.5,36.9,10.0,3.6
,2025-03-08 18:11:38,3.0,31.51,76.37,32.9,15.0,5.14
,2025-03-08 23:11:38,3.0,39.48,72.94,23.9,35.0,2.06
,2025-03-09 04:11:38,3.0,48.42,73.04,20.9,43.0,1.54
,2025-03-09 09:11:38,5.0,198.47,265.53,28.9,28.0,1.03
,2025-03-09 14:11:38,5.0,574.12,637.85,35.9,21.0,4.12
,2025-03-09 19:11:38,3.0,41.14,78.58,28.9,45.0,2.06
,2025-03-10 00:11:38,4.0,51.69,87.07,23.9,60.0,2.06
,2025-03-10 05:11:38,4.0,50.52,88.56,20.9,73.0,2.57
,2025-03-10 10:11:38,5.0,133.11,174.6,31.9,27.0,1.54
,2025-03-10 15:11:38,3.0,34.92,69.1,37.9,13.0,3.09
,2025-03-10 20:11:38,3.0,45.95,76.98,28.9,20.0,2.06
,2025-03-11 01:11:38,3.0,42.44,68.23,19.9,40.0,0.0
,2025-03-11 06:11:38,4.0,55.0,82.23,17.9,42.0,2.06
,2025-03-11 11:11:38,5.0,611.21,693.69,35.9,16.0,3.09
,2025-03-11 16:11:38,3.0,43.11,80.65,35.9,15.0,6.17
,2025-03-11 21:11:38,3.0,40.23,71.8,25.9,50.0,2.57
,2025-03-12 02:11:38,3.0,27.39,51.18,21.9,60.0,1.03
,2025-03-12 07:11:38,3.0,40.26,64.13,20.9,88.0,1.54
,2025-03-12 12:11:38,3.0,31.03,57.84,33.9,31.0,4.12
,2025-03-12 17:11:38,3.0,28.83,61.46,31.9,33.0,6.69
,2025-03-12 22:11:38,3.0,30.18,66.24,24.9,73.0,2.57
,2025-03-13 03:11:38,2.0,23.97,47.55,23.9,83.0,2.57
,2025-03-13 08:11:38,3.0,34.13,65.57,25.9,78.0,2.57
,2025-03-13 13:11:38,3.0,32.46,71.41,35.9,23.0,4.12
,2025-03-13 18:11:38,3.0,26.83,64.45,28.9,58.0,6.17
,2025-03-13 23:11:38,3.0,27.21,63.39,25.25,75.0,5.18
,2025-03-14 04:11:38,3.0,31.7,65.81,25.02,67.0,5.7
,2025-03-14 09:11:38,3.0,27.83,71.29,28.74,48.0,6.83
,2025-03-14 14:11:38,3.0,23.28,67.42,30.71,37.0,8.56
,2025-03-14 19:11:38,3.0,20.6,65.3,26.9,54.0,6.17
,2025-03-15 00:11:38,3.0,22.04,68.92,23.9,69.0,2.06
,2025-03-15 05:11:38,3.0,25.75,59.77,21.9,83.0,2.06
,2025-03-15 10:11:38,5.0,107.63,160.71,29.9,30.0,4.12
,2025-03-15 15:11:38,4.0,25.95,81.89,31.9,31.0,4.12
,2025-03-15 20:11:38,3.0,28.21,89.87,25.9,50.0,3.6
,2025-03-16 01:11:38,3.0,19.37,64.38,23.9,57.0,0.0
,2025-03-16 06:11:38,4.0,33.67,108.73,19.9,77.0,0.0
,2025-03-16 11:11:38,4.0,56.19,135.23,30.9,20.0,2.57
,2025-03-16 16:11:38,4.0,37.42,110.11,30.9,16.0,5.66
,2025-03-16 21:11:38,4.0,43.41,116.57,23.9,33.0,0.0
,2025-03-17 02:11:38,4.0,42.95,106.34,19.9,49.0,1.54
,2025-03-17 07:11:38,5.0,113.54,184.02,20.9,46.0,1.54
,2025-03-17 12:11:38,4.0,71.11,152.66,32.9,19.0,4.12
,2025-03-17 17:11:38,4.0,32.32,100.39,31.9,10.0,6.17
,2025-03-17 22:11:38,3.0,35.98,90.97,22.9,28.0,2.06
,2025-03-18 03:11:38,3.0,37.77,88.7,21.9,64.0,3.09
,2025-03-18 08:11:38,5.0,150.1,225.57,24.9,50.0,1.54
,2025-03-18 13:11:38,3.0,20.56,59.8,33.9,10.0,3.6
,2025-03-18 18:11:38,2.0,13.53,35.26,26.9,44.0,5.14
,2025-03-18 23:11:38,3.0,22.66,56.98,22.9,56.0,1.54
,2025-03-19 04:11:38,2.0,13.21,36.42,21.9,78.0,3.6
,2025-03-19 09:11:38,3.0,20.31,54.64,27.9,47.0,6.17
,2025-03-19 14:11:38,3.0,14.68,40.35,32.9,24.0,7.2
,2025-03-19 19:11:38,3.0,22.55,57.55,25.9,53.0,4.63
,2025-03-20 00:11:38,3.0,25.63,64.96,23.9,78.0,4.63
,2025-03-20 05:11:38,3.0,22.91,58.63,22.9,83.0,2.57
,2025-03-20 10:11:38,3.0,27.18,58.53,28.9,42.0,2.57
,2025-03-20 15:11:38,3.0,24.06,52.41,31.9,35.0,6.69
,2025-03-20 20:11:38,3.0,25.84,60.33,26.9,50.0,4.12
,2025-03-21 01:11:38,3.0,22.6,53.24,24.9,73.0,2.06
,2025-03-21 06:11:38,5.0,89.86,128.45,19.9,83.0,2.57
,2025-03-21 11:11:38,5.0,313.8,381.17,33.9,18.0,2.06
,2025-03-21 16:11:38,3.0,34.45,85.97,33.9,17.0,6.69
,2025-03-21 21:11:38,3.0,35.48,74.55,26.9,39.0,1.54
,2025-03-22 02:11:38,3.0,27.44,57.03,22.9,73.0,2.06
,2025-03-22 07:11:38,2.0,24.32,48.57,23.9,88.0,0.0
,2025-03-22 12:11:38,3.0,30.05,64.22,32.9,40.0,7.72
,2025-03-22 17:11:38,3.0,19.18,52.22,30.9,45.0,5.14
,2025-03-22 22:11:38,3.0,21.58,51.54,24.9,61.0,3.09
,2025-03-23 03:11:38,2.0,16.15,40.88,21.9,83.0,1.54
,2025-03-23 08:11:38,2.0,24.13,49.98,25.9,73.0,2.57
,2025-03-23 13:11:38,3.0,25.06,55.73,36.9,9.0,4.12
,2025-03-23 18:11:38,3.0,25.54,65.86,29.9,20.0,5.14
,2025-03-23 23:11:38,3.0,29.02,53.98,25.9,34.0,2.06
,2025-03-24 04:11:38,2.0,22.2,41.63,21.9,53.0,2.57
,2025-03-24 09:11:38,3.0,33.79,59.01,31.9,15.0,4.12
,2025-03-24 14:11:38,3.0,18.73,38.43,34.9,11.0,4.12
,2025-03-24 19:11:38,3.0,25.95,46.57,28.9,18.0,4.12
,2025-03-25 00:11:38,2.0,21.68,41.18,23.9,57.0,3.6
,2025-03-25 05:11:38,2.0,24.04,42.59,20.9,68.0,2.57
,2025-03-25 10:11:38,3.0,24.0,43.45,28.9,51.0,6.17
,2025-03-25 15:11:38,2.0,24.51,49.03,29.9,48.0,7.72
,2025-03-25 20:11:38,3.0,28.61,65.67,25.9,65.0,4.12
,2025-03-26 01:11:38,3.0,29.39,76.17,24.9,83.0,2.57
,2025-03-27 07:11:38,4.0,44.51,142.0,23.9,53.0,2.57
,2025-03-27 12:11:38,4.0,20.24,47.63,32.9,8.0,4.63
,2025-03-27 17:11:38,3.0,17.71,35.26,29.14,15.0,7.72
,2025-03-27 22:11:38,3.0,22.3,47.13,25.16,35.0,3.6
,2025-03-28 03:11:38,3.0,16.04,38.64,22.43,14.0,1.54
,2025-03-28 08:11:38,5.0,83.35,122.73,24.95,7.0,2.57
,2025-03-28 13:11:38,5.0,233.53,280.78,29.95,14.0,2.57
,2025-03-28 18:11:38,3.0,21.41,36.73,26.28,19.0,4.12
,2025-03-28 23:11:38,5.0,101.61,128.77,22.9,20.0,2.57
,2025-03-29 04:11:38,4.0,58.75,84.17,20.9,18.0,2.57
,2025-03-29 09:11:38,5.0,147.72,223.66,27.9,9.0,5.66
,2025-03-29 14:11:38,5.0,226.21,286.98,34.9,4.0,2.57
,2025-03-29 19:11:38,5.0,102.95,140.99,26.9,18.0,2.57
,2025-03-30 00:11:38,5.0,87.22,118.0,20.9,32.0,2.06
,2025-04-04 05:11:38,4.0,65.62,102.58,22.9,73.0,1.54
,2025-04-04 10:11:38,5.0,147.86,221.94,34.9,17.0,4.12
,2025-04-04 15:11:38,5.0,289.19,350.74,35.9,28.0,4.63
,2025-04-04 20:11:38,5.0,107.08,145.0,27.9,51.0,2.06
,2025-04-05 01:11:38,4.0,70.25,98.03,25.9,53.0,2.06
,2025-04-06 07:11:38,3.0,15.97,47.88,27.9,57.0,3.09
,2025-04-06 12:11:38,3.0,17.26,52.17,39.9,11.0,9.26
,2025-04-06 17:11:38,3.0,17.36,50.6,34.9,23.0,6.17
,2025-04-06 22:11:38,2.0,16.08,35.82,28.9,37.0,5.14
,2025-04-07 03:11:38,2.0,16.5,38.25,25.9,47.0,2.57
